 #please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
RBP	geneID	geneName	geneType	clusterNum	clipExpNum	clipIDnum	HepG2(shRNA)	K562(shRNA)	HepG2(CRIPSR)	K562(CRIPSR)	pancancerNum
ZNF800	ENSG00000001497	LAS1L	protein_coding	1	2	2	NA	NA	NA	NA	18
ZNF800	ENSG00000001630	CYP51A1	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000002834	LASP1	protein_coding	2	1	2	NA	NA	NA	NA	20
ZNF800	ENSG00000003436	TFPI	protein_coding	5	2	10	NA	NA	NA	NA	19
ZNF800	ENSG00000003989	SLC7A2	protein_coding	1	1	1	NA	NA	NA	NA	13
ZNF800	ENSG00000004487	KDM1A	protein_coding	1	1	1	NA	NA	NA	-0.137	14
ZNF800	ENSG00000004534	RBM6	protein_coding	3	1	3	NA	NA	NA	NA	19
ZNF800	ENSG00000005889	ZFX	protein_coding	1	1	1	NA	NA	NA	NA	32
ZNF800	ENSG00000006016	CRLF1	protein_coding	2	2	3	NA	NA	NA	NA	13
ZNF800	ENSG00000006459	KDM7A	protein_coding	2	1	2	NA	NA	NA	NA	31
ZNF800	ENSG00000007392	LUC7L	protein_coding	1	2	2	NA	NA	NA	NA	17
ZNF800	ENSG00000007923	DNAJC11	protein_coding	1	1	1	NA	NA	NA	-0.156	24
ZNF800	ENSG00000008988	RPS20	protein_coding	1	2	2	NA	NA	NA	-0.282	30
ZNF800	ENSG00000009307	CSDE1	protein_coding	1	1	1	NA	NA	NA	NA	26
ZNF800	ENSG00000009950	MLXIPL	protein_coding	8	2	10	NA	NA	NA	NA	17
ZNF800	ENSG00000009954	BAZ1B	protein_coding	2	3	4	NA	NA	NA	NA	31
ZNF800	ENSG00000010244	ZNF207	protein_coding	1	4	4	NA	NA	NA	NA	29
ZNF800	ENSG00000011304	PTBP1	protein_coding	2	2	3	NA	NA	NA	NA	25
ZNF800	ENSG00000012171	SEMA3B	protein_coding	2	1	2	NA	NA	NA	NA	19
ZNF800	ENSG00000012504	NR1H4	protein_coding	1	1	1	NA	NA	NA	NA	10
ZNF800	ENSG00000012660	ELOVL5	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000013306	SLC25A39	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000013441	CLK1	protein_coding	2	1	2	NA	NA	NA	-0.267	24
ZNF800	ENSG00000015479	MATR3	protein_coding	3	4	8	NA	NA	NA	NA	32
ZNF800	ENSG00000016391	CHDH	protein_coding	2	2	3	NA	NA	NA	NA	16
ZNF800	ENSG00000017797	RALBP1	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000020577	SAMD4A	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000023839	ABCC2	protein_coding	29	2	48	NA	NA	NA	NA	19
ZNF800	ENSG00000025796	SEC63	protein_coding	1	1	1	NA	NA	NA	0.205	27
ZNF800	ENSG00000026036	RTEL1-TNFRSF6B	protein_coding	2	1	2	NA	NA	NA	NA	22
ZNF800	ENSG00000026297	RNASET2	protein_coding	4	2	6	NA	NA	NA	NA	13
ZNF800	ENSG00000028310	BRD9	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000029363	BCLAF1	protein_coding	1	1	1	NA	NA	NA	0.208	31
ZNF800	ENSG00000029639	TFB1M	protein_coding	1	2	2	NA	NA	NA	NA	11
ZNF800	ENSG00000031698	SARS1	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000034510	TMSB10	protein_coding	1	3	3	NA	NA	NA	-0.616	26
ZNF800	ENSG00000035141	FAM136A	protein_coding	1	2	2	NA	NA	NA	NA	12
ZNF800	ENSG00000038382	TRIO	protein_coding	2	1	2	NA	NA	NA	NA	29
ZNF800	ENSG00000044446	PHKA2	protein_coding	7	2	9	NA	NA	NA	NA	20
ZNF800	ENSG00000044574	HSPA5	protein_coding	5	4	14	NA	NA	NA	NA	16
ZNF800	ENSG00000047410	TPR	protein_coding	4	3	5	NA	NA	NA	NA	31
ZNF800	ENSG00000047457	CP	protein_coding	12	2	19	NA	NA	NA	NA	13
ZNF800	ENSG00000049618	ARID1B	protein_coding	2	3	5	NA	NA	NA	NA	29
ZNF800	ENSG00000050820	BCAR1	protein_coding	1	1	1	NA	NA	NA	0.294	15
ZNF800	ENSG00000053254	FOXN3	protein_coding	1	2	2	NA	NA	NA	NA	30
ZNF800	ENSG00000054148	PHPT1	protein_coding	2	1	2	NA	NA	NA	NA	30
ZNF800	ENSG00000054267	ARID4B	protein_coding	3	3	3	NA	NA	NA	NA	32
ZNF800	ENSG00000055044	NOP58	protein_coding	1	1	1	NA	NA	NA	0.271	17
ZNF800	ENSG00000055118	KCNH2	protein_coding	2	1	2	NA	NA	NA	NA	11
ZNF800	ENSG00000055483	USP36	protein_coding	2	1	2	NA	NA	NA	NA	27
ZNF800	ENSG00000055609	KMT2C	protein_coding	1	4	4	NA	NA	NA	NA	32
ZNF800	ENSG00000056097	ZFR	protein_coding	1	1	1	NA	NA	NA	0.219	31
ZNF800	ENSG00000056736	IL17RB	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000057608	GDI2	protein_coding	1	1	1	NA	NA	NA	NA	20
ZNF800	ENSG00000058272	PPP1R12A	protein_coding	1	2	2	NA	NA	NA	NA	31
ZNF800	ENSG00000058600	POLR3E	protein_coding	1	2	2	NA	NA	NA	NA	27
ZNF800	ENSG00000059804	SLC2A3	protein_coding	1	1	1	NA	NA	NA	-0.401	12
ZNF800	ENSG00000060138	YBX3	protein_coding	1	1	1	NA	NA	NA	0.290	13
ZNF800	ENSG00000060237	WNK1	protein_coding	3	2	4	NA	NA	NA	NA	29
ZNF800	ENSG00000060339	CCAR1	protein_coding	1	2	2	NA	NA	NA	0.227	31
ZNF800	ENSG00000060971	ACAA1	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000063046	EIF4B	protein_coding	1	1	1	NA	NA	NA	-0.134	24
ZNF800	ENSG00000064601	CTSA	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000064607	SUGP2	protein_coding	1	1	1	NA	NA	NA	-0.131	31
ZNF800	ENSG00000064687	ABCA7	protein_coding	1	1	1	NA	NA	NA	NA	14
ZNF800	ENSG00000065000	AP3D1	protein_coding	3	3	4	NA	NA	NA	NA	20
ZNF800	ENSG00000065150	IPO5	protein_coding	1	1	1	NA	NA	NA	NA	24
ZNF800	ENSG00000065243	PKN2	protein_coding	1	1	1	NA	NA	NA	NA	32
ZNF800	ENSG00000065308	TRAM2	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000065361	ERBB3	protein_coding	3	1	3	NA	NA	NA	NA	17
ZNF800	ENSG00000065526	SPEN	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000065548	ZC3H15	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000065978	YBX1	protein_coding	4	3	10	NA	NA	NA	NA	14
ZNF800	ENSG00000066651	TRMT11	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000067048	DDX3Y	protein_coding	1	1	1	NA	NA	NA	NA	5
ZNF800	ENSG00000067225	PKM	protein_coding	7	2	11	NA	NA	NA	NA	17
ZNF800	ENSG00000067560	RHOA	protein_coding	1	1	1	NA	NA	NA	-0.185	19
ZNF800	ENSG00000068078	FGFR3	protein_coding	8	2	11	NA	NA	NA	NA	10
ZNF800	ENSG00000068366	ACSL4	protein_coding	3	2	5	NA	NA	NA	NA	26
ZNF800	ENSG00000068697	LAPTM4A	protein_coding	1	1	1	NA	NA	NA	NA	20
ZNF800	ENSG00000068878	PSME4	protein_coding	1	2	2	NA	NA	NA	NA	28
ZNF800	ENSG00000069275	NUCKS1	protein_coding	4	4	8	NA	NA	NA	NA	24
ZNF800	ENSG00000069667	RORA	protein_coding	1	1	1	NA	NA	NA	NA	30
ZNF800	ENSG00000069702	TGFBR3	protein_coding	4	1	4	NA	NA	NA	NA	26
ZNF800	ENSG00000069849	ATP1B3	protein_coding	1	1	1	NA	NA	NA	-0.192	17
ZNF800	ENSG00000070061	ELP1	protein_coding	4	1	4	NA	NA	NA	NA	30
ZNF800	ENSG00000070423	RNF126	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000070614	NDST1	protein_coding	1	2	2	NA	NA	NA	NA	25
ZNF800	ENSG00000070756	PABPC1	protein_coding	6	3	10	NA	NA	NA	NA	21
ZNF800	ENSG00000071054	MAP4K4	protein_coding	9	2	9	NA	NA	NA	NA	21
ZNF800	ENSG00000071082	RPL31	protein_coding	3	4	11	NA	NA	NA	-0.541	26
ZNF800	ENSG00000071859	FAM50A	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000071894	CPSF1	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000072110	ACTN1	protein_coding	1	1	1	NA	NA	NA	NA	21
ZNF800	ENSG00000072210	ALDH3A2	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000072274	TFRC	protein_coding	4	3	4	NA	NA	NA	-0.195	27
ZNF800	ENSG00000072501	SMC1A	protein_coding	2	1	2	NA	NA	NA	NA	30
ZNF800	ENSG00000072736	NFATC3	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000072778	ACADVL	protein_coding	2	2	3	NA	NA	NA	NA	19
ZNF800	ENSG00000073060	SCARB1	protein_coding	6	2	9	NA	NA	NA	NA	12
ZNF800	ENSG00000073584	SMARCE1	protein_coding	2	3	4	NA	NA	NA	NA	23
ZNF800	ENSG00000073605	GSDMB	protein_coding	1	1	1	NA	NA	NA	NA	12
ZNF800	ENSG00000073792	IGF2BP2	protein_coding	3	2	4	NA	NA	NA	NA	15
ZNF800	ENSG00000074054	CLASP1	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000074201	CLNS1A	protein_coding	1	2	2	NA	NA	NA	NA	17
ZNF800	ENSG00000074800	ENO1	protein_coding	9	4	24	NA	NA	NA	-0.225	20
ZNF800	ENSG00000074964	ARHGEF10L	protein_coding	2	2	2	NA	NA	NA	NA	17
ZNF800	ENSG00000075292	ZNF638	protein_coding	3	2	4	NA	NA	NA	NA	30
ZNF800	ENSG00000075415	SLC25A3	protein_coding	1	2	2	NA	NA	NA	-0.207	19
ZNF800	ENSG00000075420	FNDC3B	protein_coding	15	2	22	NA	NA	NA	NA	27
ZNF800	ENSG00000075618	FSCN1	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000075624	ACTB	protein_coding	4	4	11	NA	NA	NA	NA	16
ZNF800	ENSG00000076382	SPAG5	protein_coding	2	1	2	NA	NA	NA	NA	15
ZNF800	ENSG00000077147	TM9SF3	protein_coding	1	1	1	NA	NA	NA	NA	30
ZNF800	ENSG00000078269	SYNJ2	protein_coding	2	1	2	NA	NA	NA	NA	26
ZNF800	ENSG00000078403	MLLT10	protein_coding	4	2	6	NA	NA	NA	NA	31
ZNF800	ENSG00000078618	NRDC	protein_coding	1	2	2	NA	NA	NA	NA	26
ZNF800	ENSG00000078674	PCM1	protein_coding	8	2	11	NA	NA	NA	NA	28
ZNF800	ENSG00000078808	SDF4	protein_coding	2	1	2	NA	NA	NA	NA	17
ZNF800	ENSG00000078898	BPIFB2	protein_coding	11	2	16	NA	NA	NA	NA	9
ZNF800	ENSG00000079246	XRCC5	protein_coding	1	1	1	NA	NA	NA	NA	21
ZNF800	ENSG00000079385	CEACAM1	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000079459	FDFT1	protein_coding	2	2	2	NA	NA	NA	NA	13
ZNF800	ENSG00000079805	DNM2	protein_coding	2	2	2	NA	NA	NA	NA	22
ZNF800	ENSG00000079819	EPB41L2	protein_coding	1	1	1	NA	NA	NA	NA	26
ZNF800	ENSG00000080345	RIF1	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000080824	HSP90AA1	protein_coding	9	4	21	NA	NA	NA	NA	24
ZNF800	ENSG00000081051	AFP	protein_coding	15	2	34	NA	NA	NA	NA	11
ZNF800	ENSG00000081913	PHLPP1	protein_coding	1	1	1	NA	NA	NA	NA	26
ZNF800	ENSG00000082641	NFE2L1	protein_coding	1	1	1	NA	NA	NA	NA	19
ZNF800	ENSG00000082781	ITGB5	protein_coding	1	2	2	NA	NA	NA	NA	9
ZNF800	ENSG00000082898	XPO1	protein_coding	1	1	1	NA	NA	NA	NA	30
ZNF800	ENSG00000083857	FAT1	protein_coding	1	1	1	NA	NA	NA	NA	24
ZNF800	ENSG00000083896	YTHDC1	protein_coding	1	3	3	NA	NA	NA	NA	29
ZNF800	ENSG00000084234	APLP2	protein_coding	14	3	29	NA	NA	NA	NA	20
ZNF800	ENSG00000084674	APOB	protein_coding	36	2	80	NA	NA	NA	NA	11
ZNF800	ENSG00000085276	MECOM	protein_coding	1	3	3	NA	NA	NA	NA	27
ZNF800	ENSG00000085733	CTTN	protein_coding	3	1	3	NA	NA	NA	-0.176	14
ZNF800	ENSG00000085871	MGST2	protein_coding	1	2	2	NA	NA	NA	NA	20
ZNF800	ENSG00000085978	ATG16L1	protein_coding	2	3	4	NA	NA	NA	NA	27
ZNF800	ENSG00000086598	TMED2	protein_coding	2	1	2	NA	NA	NA	NA	29
ZNF800	ENSG00000086758	HUWE1	protein_coding	2	2	3	NA	NA	NA	-0.122	29
ZNF800	ENSG00000086848	ALG9	protein_coding	1	1	1	NA	NA	NA	NA	26
ZNF800	ENSG00000087074	PPP1R15A	protein_coding	2	2	2	NA	NA	NA	NA	11
ZNF800	ENSG00000087086	FTL	protein_coding	3	4	11	NA	NA	NA	-0.297	20
ZNF800	ENSG00000087087	SRRT	protein_coding	1	1	1	NA	NA	NA	0.296	17
ZNF800	ENSG00000087191	PSMC5	protein_coding	1	1	1	NA	NA	NA	-0.137	27
ZNF800	ENSG00000087365	SF3B2	protein_coding	7	4	12	NA	NA	NA	NA	14
ZNF800	ENSG00000087460	GNAS	protein_coding	5	3	9	NA	NA	NA	NA	18
ZNF800	ENSG00000087884	AAMDC	protein_coding	1	4	8	NA	NA	NA	NA	25
ZNF800	ENSG00000088205	DDX18	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000088247	KHSRP	protein_coding	1	2	2	NA	NA	NA	NA	26
ZNF800	ENSG00000088888	MAVS	protein_coding	1	1	1	NA	NA	NA	NA	27
ZNF800	ENSG00000088970	KIZ	protein_coding	1	2	2	NA	NA	NA	NA	19
ZNF800	ENSG00000088986	DYNLL1	protein_coding	1	1	1	NA	NA	NA	NA	24
ZNF800	ENSG00000088992	TESC	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000089006	SNX5	protein_coding	7	2	7	NA	NA	NA	NA	27
ZNF800	ENSG00000089009	RPL6	protein_coding	3	2	4	NA	NA	NA	NA	26
ZNF800	ENSG00000089157	RPLP0	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000089220	PEBP1	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000089248	ERP29	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000089280	FUS	protein_coding	5	2	7	NA	NA	NA	NA	14
ZNF800	ENSG00000089685	BIRC5	protein_coding	1	1	1	NA	NA	NA	NA	14
ZNF800	ENSG00000090006	LTBP4	protein_coding	1	1	1	NA	NA	NA	NA	17
ZNF800	ENSG00000090273	NUDC	protein_coding	4	3	9	NA	NA	NA	NA	29
ZNF800	ENSG00000090339	ICAM1	protein_coding	1	1	1	NA	NA	NA	NA	19
ZNF800	ENSG00000090382	LYZ	protein_coding	4	2	7	NA	NA	NA	NA	22
ZNF800	ENSG00000090539	CHRD	protein_coding	1	1	1	NA	NA	NA	NA	11
ZNF800	ENSG00000090621	PABPC4	protein_coding	2	2	2	NA	NA	NA	NA	17
ZNF800	ENSG00000090861	AARS1	protein_coding	6	2	6	NA	NA	NA	NA	14
ZNF800	ENSG00000090863	GLG1	protein_coding	2	2	2	NA	NA	NA	NA	19
ZNF800	ENSG00000090905	TNRC6A	protein_coding	3	2	5	NA	NA	NA	NA	31
ZNF800	ENSG00000091136	LAMB1	protein_coding	3	2	5	NA	NA	NA	NA	25
ZNF800	ENSG00000091513	TF	protein_coding	16	2	37	NA	NA	NA	NA	9
ZNF800	ENSG00000091527	CDV3	protein_coding	1	2	2	NA	NA	NA	NA	28
ZNF800	ENSG00000091542	ALKBH5	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000091583	APOH	protein_coding	7	2	14	NA	NA	NA	NA	8
ZNF800	ENSG00000092010	PSME1	protein_coding	2	2	3	NA	NA	NA	NA	17
ZNF800	ENSG00000092148	HECTD1	protein_coding	21	2	31	NA	NA	NA	NA	32
ZNF800	ENSG00000092199	HNRNPC	protein_coding	3	2	3	NA	NA	NA	NA	27
ZNF800	ENSG00000092201	SUPT16H	protein_coding	2	1	2	NA	NA	NA	NA	26
ZNF800	ENSG00000092758	COL9A3	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000092964	DPYSL2	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000093010	COMT	protein_coding	1	1	1	NA	NA	NA	-0.272	18
ZNF800	ENSG00000095139	ARCN1	protein_coding	1	2	2	NA	NA	NA	NA	28
ZNF800	ENSG00000095539	SEMA4G	protein_coding	2	1	2	NA	NA	NA	NA	15
ZNF800	ENSG00000095564	BTAF1	protein_coding	1	1	1	NA	NA	NA	-0.277	31
ZNF800	ENSG00000095787	WAC	protein_coding	1	2	2	NA	NA	NA	0.233	29
ZNF800	ENSG00000096063	SRPK1	protein_coding	2	3	4	NA	NA	NA	NA	29
ZNF800	ENSG00000096384	HSP90AB1	protein_coding	11	4	39	NA	NA	NA	-0.175	17
ZNF800	ENSG00000096696	DSP	protein_coding	19	2	33	NA	NA	NA	NA	19
ZNF800	ENSG00000099194	SCD	protein_coding	6	2	11	NA	NA	NA	NA	21
ZNF800	ENSG00000099783	HNRNPM	protein_coding	4	2	5	NA	NA	NA	0.177	15
ZNF800	ENSG00000099901	RANBP1	protein_coding	3	2	3	NA	NA	NA	NA	19
ZNF800	ENSG00000099917	MED15	protein_coding	2	2	3	NA	NA	NA	NA	19
ZNF800	ENSG00000099937	SERPIND1	protein_coding	4	2	7	NA	NA	NA	NA	17
ZNF800	ENSG00000099942	CRKL	protein_coding	2	1	2	NA	NA	NA	-0.098	29
ZNF800	ENSG00000100023	PPIL2	protein_coding	1	1	1	NA	NA	NA	NA	24
ZNF800	ENSG00000100030	MAPK1	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000100075	SLC25A1	protein_coding	1	1	1	NA	NA	NA	-0.125	26
ZNF800	ENSG00000100084	HIRA	protein_coding	1	1	1	NA	NA	NA	NA	13
ZNF800	ENSG00000100105	PATZ1	protein_coding	1	1	1	NA	NA	NA	NA	17
ZNF800	ENSG00000100201	DDX17	protein_coding	2	1	2	NA	NA	NA	-0.160	30
ZNF800	ENSG00000100219	XBP1	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000100234	TIMP3	protein_coding	1	1	1	NA	NA	NA	NA	22
ZNF800	ENSG00000100239	PPP6R2	protein_coding	3	1	3	NA	NA	NA	NA	17
ZNF800	ENSG00000100243	CYB5R3	protein_coding	1	1	1	NA	NA	NA	0.320	22
ZNF800	ENSG00000100316	RPL3	protein_coding	6	4	16	NA	NA	NA	-0.253	22
ZNF800	ENSG00000100342	APOL1	protein_coding	2	1	2	NA	NA	NA	NA	8
ZNF800	ENSG00000100345	MYH9	protein_coding	11	2	14	NA	NA	NA	NA	28
ZNF800	ENSG00000100354	TNRC6B	protein_coding	1	1	1	NA	NA	NA	NA	30
ZNF800	ENSG00000100376	FAM118A	protein_coding	1	1	1	NA	NA	NA	-0.372	16
ZNF800	ENSG00000100401	RANGAP1	protein_coding	1	1	1	NA	NA	NA	NA	21
ZNF800	ENSG00000100413	POLR3H	protein_coding	1	1	1	NA	NA	NA	NA	12
ZNF800	ENSG00000100600	LGMN	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000100644	HIF1A	protein_coding	1	1	1	NA	NA	NA	0.269	31
ZNF800	ENSG00000100650	SRSF5	protein_coding	4	2	7	NA	NA	NA	-0.142	23
ZNF800	ENSG00000100664	EIF5	protein_coding	1	1	1	NA	NA	NA	0.400	30
ZNF800	ENSG00000100697	DICER1	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000100722	ZC3H14	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000100804	PSMB5	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000100811	YY1	protein_coding	2	2	4	NA	NA	NA	NA	29
ZNF800	ENSG00000100813	ACIN1	protein_coding	4	2	7	NA	NA	NA	-0.101	24
ZNF800	ENSG00000100836	PABPN1	protein_coding	2	2	4	NA	NA	NA	NA	20
ZNF800	ENSG00000100852	ARHGAP5	protein_coding	1	1	1	NA	NA	NA	NA	31
ZNF800	ENSG00000100867	DHRS2	protein_coding	5	2	7	NA	NA	NA	0.210	10
ZNF800	ENSG00000100888	CHD8	protein_coding	2	1	2	NA	NA	NA	NA	30
ZNF800	ENSG00000100911	PSME2	protein_coding	1	1	1	NA	NA	NA	NA	17
ZNF800	ENSG00000100934	SEC23A	protein_coding	2	2	3	NA	NA	NA	NA	29
ZNF800	ENSG00000100941	PNN	protein_coding	5	2	10	NA	NA	NA	NA	29
ZNF800	ENSG00000100991	TRPC4AP	protein_coding	2	2	2	NA	NA	NA	NA	16
ZNF800	ENSG00000101004	NINL	protein_coding	1	1	1	NA	NA	NA	NA	14
ZNF800	ENSG00000101040	ZMYND8	protein_coding	7	2	11	NA	NA	NA	-0.120	25
ZNF800	ENSG00000101076	HNF4A	protein_coding	5	2	6	NA	NA	NA	NA	9
ZNF800	ENSG00000101084	RAB5IF	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000101104	PABPC1L	protein_coding	2	2	3	NA	NA	NA	NA	10
ZNF800	ENSG00000101132	PFDN4	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000101158	NELFCD	protein_coding	4	1	4	NA	NA	NA	NA	17
ZNF800	ENSG00000101161	PRPF6	protein_coding	1	1	1	NA	NA	NA	NA	22
ZNF800	ENSG00000101182	PSMA7	protein_coding	5	3	7	NA	NA	NA	-0.216	26
ZNF800	ENSG00000101190	TCFL5	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000101191	DIDO1	protein_coding	4	2	6	NA	NA	NA	NA	30
ZNF800	ENSG00000101194	SLC17A9	protein_coding	8	2	8	NA	NA	NA	NA	14
ZNF800	ENSG00000101199	ARFGAP1	protein_coding	3	1	3	NA	NA	NA	NA	20
ZNF800	ENSG00000101294	HM13	protein_coding	3	2	4	NA	NA	NA	NA	27
ZNF800	ENSG00000101337	TM9SF4	protein_coding	2	2	3	NA	NA	NA	NA	23
ZNF800	ENSG00000101361	NOP56	protein_coding	5	4	10	NA	NA	NA	-0.262	15
ZNF800	ENSG00000101421	CHMP4B	protein_coding	2	2	2	NA	NA	NA	NA	20
ZNF800	ENSG00000101439	CST3	protein_coding	2	1	2	NA	NA	NA	NA	28
ZNF800	ENSG00000101442	ACTR5	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000101608	MYL12A	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000102038	SMARCA1	protein_coding	6	2	9	NA	NA	NA	NA	19
ZNF800	ENSG00000102144	PGK1	protein_coding	2	2	3	NA	NA	NA	NA	18
ZNF800	ENSG00000102241	HTATSF1	protein_coding	1	1	1	NA	NA	NA	NA	25
ZNF800	ENSG00000102580	DNAJC3	protein_coding	1	1	1	NA	NA	NA	NA	29
ZNF800	ENSG00000102699	PARP4	protein_coding	1	2	2	NA	NA	NA	NA	32
ZNF800	ENSG00000102908	NFAT5	protein_coding	2	2	3	NA	NA	NA	NA	32
ZNF800	ENSG00000103091	WDR59	protein_coding	2	2	2	NA	NA	NA	NA	22
ZNF800	ENSG00000103257	SLC7A5	protein_coding	2	1	2	NA	NA	NA	NA	17
ZNF800	ENSG00000103264	FBXO31	protein_coding	2	1	2	NA	NA	NA	NA	15
ZNF800	ENSG00000103335	PIEZO1	protein_coding	5	3	5	NA	NA	NA	NA	13
ZNF800	ENSG00000103342	GSPT1	protein_coding	3	1	3	NA	NA	NA	0.085	29
ZNF800	ENSG00000103365	GGA2	protein_coding	3	2	4	NA	NA	NA	NA	22
ZNF800	ENSG00000103460	TOX3	protein_coding	1	2	2	NA	NA	NA	NA	20
ZNF800	ENSG00000103495	MAZ	protein_coding	3	3	5	NA	NA	NA	NA	25
ZNF800	ENSG00000104419	NDRG1	protein_coding	7	2	8	NA	NA	NA	NA	14
ZNF800	ENSG00000104549	SQLE	protein_coding	2	2	2	NA	NA	NA	NA	18
ZNF800	ENSG00000104613	INTS10	protein_coding	1	1	1	NA	NA	NA	NA	16
ZNF800	ENSG00000104635	SLC39A14	protein_coding	5	2	6	NA	NA	NA	NA	26
ZNF800	ENSG00000104714	ERICH1	protein_coding	1	1	1	NA	NA	NA	NA	28
ZNF800	ENSG00000104738	MCM4	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000104760	FGL1	protein_coding	8	2	13	NA	NA	NA	NA	8
ZNF800	ENSG00000104824	HNRNPL	protein_coding	2	3	4	NA	NA	NA	-0.147	20
ZNF800	ENSG00000104852	SNRNP70	protein_coding	4	2	4	NA	NA	NA	NA	20
ZNF800	ENSG00000104870	FCGRT	protein_coding	1	1	1	NA	NA	NA	NA	21
ZNF800	ENSG00000104885	DOT1L	protein_coding	2	2	2	NA	NA	NA	NA	19
ZNF800	ENSG00000104897	SF3A2	protein_coding	1	1	1	NA	NA	NA	NA	22
ZNF800	ENSG00000104904	OAZ1	protein_coding	4	3	5	NA	NA	NA	NA	27
ZNF800	ENSG00000105176	URI1	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000105193	RPS16	protein_coding	1	1	1	NA	NA	NA	-0.396	27
ZNF800	ENSG00000105220	GPI	protein_coding	2	2	2	NA	NA	NA	-0.246	18
ZNF800	ENSG00000105221	AKT2	protein_coding	1	1	1	NA	NA	NA	NA	23
ZNF800	ENSG00000105229	PIAS4	protein_coding	1	4	4	NA	NA	NA	NA	14
ZNF800	ENSG00000105323	HNRNPUL1	protein_coding	2	2	2	NA	NA	NA	NA	24
ZNF800	ENSG00000105379	ETFB	protein_coding	4	2	5	NA	NA	NA	NA	26
ZNF800	ENSG00000105401	CDC37	protein_coding	1	2	2	NA	NA	NA	NA	24
ZNF800	ENSG00000105438	KDELR1	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000105576	TNPO2	protein_coding	2	1	2	NA	NA	NA	NA	21
ZNF800	ENSG00000105707	HPN	protein_coding	1	1	1	NA	NA	NA	NA	15
ZNF800	ENSG00000105810	CDK6	protein_coding	1	1	1	NA	NA	NA	NA	24
ZNF800	ENSG00000105889	STEAP1B	protein_coding	1	1	1	NA	NA	NA	NA	11
