RBP,mRNA_ID_with_RBP,geneName,geneType,clusterNum,totalClipExpNum,totalClipSiteNum,clusterID,chromosome,narrowStart,narrowEnd,broadStart,broadEnd,strand,clipExpNum,HepG2(shRNA),K562(shRNA),HepG2(CRISPR),K562(CRISPR),pancancerNum,cellline/tissue
ALKBH5,ENSG00000272647,AC005020.2,protein_coding,1,1,1,ALKBH5:CH891,chr7,99573876,99573915,99573876,99573915.0,+,1.0,,,,,13.0,HEK293
ALKBH5,ENSG00000273269,AC073283.3,protein_coding,1,1,1,ALKBH5:CH559,chr2,47160567,47160606,47160567,47160606.0,-,1.0,,,,,2.0,HEK293
ALKBH5,ENSG00000273734,AC005258.1,protein_coding,2,1,2,ALKBH5:CH468,chr19,2271892,2271931,2271892,2271931.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000273734,AC005258.1,protein_coding,2,1,2,ALKBH5:CH469,chr19,2273236,2273275,2273236,2273275.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000275052,PPP4R3B,protein_coding,1,1,1,ALKBH5:CH560,chr2,55614349,55614388,55614349,55614388.0,-,1.0,,,,,20.0,HEK293
ALKBH5,ENSG00000275740,AC091959.1,protein_coding,1,1,1,ALKBH5:CH787,chr5,146283717,146283756,146283717,146283756.0,+,1.0,,,,,11.0,HEK293
ALKBH5,ENSG00000276043,UHRF1,protein_coding,1,1,1,ALKBH5:CH476,chr19,4955668,4955707,4955668,4955707.0,+,1.0,,,,,23.0,HEK293
ALKBH5,ENSG00000276966,H4C5,protein_coding,1,1,1,ALKBH5:CH823,chr6,26204711,26204750,26204711,26204750.0,+,1.0,,,,,9.0,HEK293
ALKBH5,ENSG00000277443,MARCKS,protein_coding,1,1,1,ALKBH5:CH859,chr6,113861618,113861657,113861618,113861657.0,+,1.0,,,,,13.0,HEK293
ALKBH5,ENSG00000277957,SENP3-EIF4A1,protein_coding,2,1,2,ALKBH5:CH387,chr17,7572034,7572073,7572034,7572073.0,+,1.0,,,,,20.0,HEK293
ALKBH5,ENSG00000277957,SENP3-EIF4A1,protein_coding,2,1,2,ALKBH5:CH388,chr17,7575296,7575335,7575296,7575335.0,+,1.0,,,,,20.0,HEK293
ALKBH5,ENSG00000278318,ZNF229,protein_coding,1,1,1,ALKBH5:CH537,chr19,44432967,44433006,44432967,44433006.0,-,1.0,,,,,15.0,HEK293
ALKBH5,ENSG00000278828,H3C10,protein_coding,1,1,1,ALKBH5:CH835,chr6,27810452,27810491,27810452,27810491.0,+,1.0,,,,,11.0,HEK293
ALKBH5,ENSG00000282034,AC106886.5,protein_coding,1,1,1,ALKBH5:CH361,chr16,30726247,30726286,30726247,30726286.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000282988,AL031777.2,protein_coding,1,1,1,ALKBH5:CH822,chr6,26196457,26196496,26196457,26196496.0,-,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000283208,AC001226.2,protein_coding,1,1,1,ALKBH5:CH276,chr13,77001969,77002008,77001969,77002008.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000284491,THSD8,protein_coding,1,1,1,ALKBH5:CH492,chr19,12807008,12807047,12807008,12807047.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000285897,AC004687.2,protein_coding,1,1,1,ALKBH5:CH428,chr17,58351410,58351449,58351410,58351449.0,-,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000285901,AC008012.1,protein_coding,1,1,1,ALKBH5:CH220,chr12,4305151,4305190,4305151,4305190.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000285920,AC087721.2,protein_coding,1,1,1,ALKBH5:CH324,chr15,41304733,41304772,41304733,41304772.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000285976,AL135905.2,protein_coding,1,1,1,ALKBH5:CH852,chr6,63580355,63580394,63580355,63580394.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000286053,ASDURF,protein_coding,1,1,1,ALKBH5:CH588,chr2,189661558,189661597,189661558,189661597.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000286165,AC012488.2,protein_coding,1,1,1,ALKBH5:CH588,chr2,189661558,189661597,189661558,189661597.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000288000,AL031681.2,protein_coding,2,1,2,ALKBH5:CH636,chr20,43461516,43461555,43461516,43461555.0,+,1.0,,,,,0.0,HEK293
ALKBH5,ENSG00000288000,AL031681.2,protein_coding,2,1,2,ALKBH5:CH637,chr20,43463913,43463952,43463913,43463952.0,+,1.0,,,,,0.0,HEK293
ALYREF,ENSG00000000003,TSPAN6,protein_coding,3,3,5,ALYREF:CH123626,chrX,100631541,100631541,100631541,100631541.0,-,2.0,,,,,11.0,HEK293T
ALYREF,ENSG00000000003,TSPAN6,protein_coding,3,3,5,ALYREF:CH123627,chrX,100632931,100632931,100632931,100632931.0,-,2.0,,,,,11.0,HEK293T
ALYREF,ENSG00000000003,TSPAN6,protein_coding,3,3,5,ALYREF:CH123628,chrX,100635614,100635614,100635614,100635614.0,-,1.0,,,,,11.0,HEK293T
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75293,chr20,50934922,50935086,50934922,50935086.0,-,6.0,,,,,23.0,"HEK293T,HeLa"
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75294,chr20,50936178,50936238,50936178,50936238.0,-,2.0,,,,,23.0,HeLa
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75295,chr20,50945914,50945914,50945914,50945914.0,-,1.0,,,,,23.0,HEK293T
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75296,chr20,50951667,50951667,50951667,50951667.0,-,1.0,,,,,23.0,HEK293T
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75297,chr20,50952688,50952688,50952688,50952688.0,-,1.0,,,,,23.0,HEK293T
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75298,chr20,50953923,50953923,50953923,50953923.0,-,1.0,,,,,23.0,HEK293T
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75299,chr20,50958080,50958080,50958080,50958080.0,-,1.0,,,,,23.0,HEK293T
ALYREF,ENSG00000000419,DPM1,protein_coding,8,7,19,ALYREF:CH75300,chr20,50958368,50958507,50958368,50958507.0,-,5.0,,,,,23.0,"HEK293T,HeLa"
ALYREF,ENSG00000000457,SCYL3,protein_coding,1,2,2,ALYREF:CH9429,chr1,169853128,169853197,169853128,169853197.0,-,2.0,,,,,23.0,HeLa
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9412,chr1,169795048,169795167,169795048,169795167.0,+,5.0,,,,,21.0,"HEK293T,HeLa"
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9413,chr1,169800914,169800914,169800914,169800914.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9414,chr1,169802618,169802618,169802618,169802618.0,+,1.0,,,,,21.0,HeLa
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9415,chr1,169803185,169803249,169803185,169803249.0,+,2.0,,,,,21.0,HeLa
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9416,chr1,169804104,169804170,169804104,169804170.0,+,4.0,,,,,21.0,"HEK293T,HeLa"
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9417,chr1,169807845,169807884,169807845,169807884.0,+,1.0,,,,,21.0,HeLa
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9418,chr1,169819122,169819122,169819122,169819122.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9419,chr1,169827060,169827106,169827060,169827106.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9420,chr1,169827748,169827787,169827748,169827787.0,+,1.0,,,,,21.0,HeLa
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9421,chr1,169830063,169830063,169830063,169830063.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9422,chr1,169830282,169830282,169830282,169830282.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9423,chr1,169835533,169835533,169835533,169835533.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9424,chr1,169837019,169837058,169837019,169837058.0,+,1.0,,,,,21.0,HeLa
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9425,chr1,169843712,169843712,169843712,169843712.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9426,chr1,169847703,169847703,169847703,169847703.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9427,chr1,169849544,169849544,169849544,169849544.0,+,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9428,chr1,169852890,169853041,169852890,169853041.0,+,3.0,,,,,21.0,HeLa
ALYREF,ENSG00000000460,C1orf112,protein_coding,18,8,33,ALYREF:CH9430,chr1,169853657,169853740,169853657,169853740.0,+,2.0,,,,,21.0,HEK293T
ALYREF,ENSG00000001036,FUCA2,protein_coding,4,7,10,ALYREF:CH104342,chr6,143495494,143495620,143495494,143495620.0,-,2.0,,,,,19.0,HeLa
ALYREF,ENSG00000001036,FUCA2,protein_coding,4,7,10,ALYREF:CH104343,chr6,143503975,143504229,143503975,143504229.0,-,5.0,,,,,19.0,"HEK293T,HeLa"
ALYREF,ENSG00000001036,FUCA2,protein_coding,4,7,10,ALYREF:CH104344,chr6,143507242,143507281,143507242,143507281.0,-,1.0,,,,,19.0,HeLa
ALYREF,ENSG00000001036,FUCA2,protein_coding,4,7,10,ALYREF:CH104345,chr6,143511560,143511599,143511560,143511599.0,-,1.0,,,,,19.0,HeLa
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101618,chr6,53497564,53497634,53497564,53497634.0,-,2.0,,,,,17.0,HeLa
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101619,chr6,53497896,53498004,53497896,53498004.0,-,4.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101620,chr6,53498288,53498537,53498288,53498537.0,-,5.0,,,,,17.0,"HEK293T,HeLa"
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101621,chr6,53498825,53498825,53498825,53498825.0,-,1.0,,,,,17.0,HeLa
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101622,chr6,53500073,53500135,53500073,53500135.0,-,4.0,,,,,17.0,"HEK293T,HeLa"
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101623,chr6,53507529,53507578,53507529,53507578.0,-,2.0,,,,,17.0,HeLa
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101624,chr6,53509580,53509619,53509580,53509619.0,-,1.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101625,chr6,53513505,53513505,53513505,53513505.0,-,1.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101626,chr6,53516033,53516033,53516033,53516033.0,-,1.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101627,chr6,53517855,53517855,53517855,53517855.0,-,1.0,,,,,17.0,HeLa
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101628,chr6,53524103,53524103,53524103,53524103.0,-,1.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101629,chr6,53527675,53527675,53527675,53527675.0,-,2.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101630,chr6,53544581,53544620,53544581,53544620.0,-,3.0,,,,,17.0,HeLa
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101631,chr6,53544897,53544897,53544897,53544897.0,-,1.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001084,GCLC,protein_coding,15,10,32,ALYREF:CH101632,chr6,53606473,53606473,53606473,53606473.0,-,2.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001167,NFYA,protein_coding,5,8,20,ALYREF:CH100998,chr6,41097378,41098338,41097378,41098338.0,+,6.0,,,,,17.0,"HEK293T,HeLa"
ALYREF,ENSG00000001167,NFYA,protein_coding,5,8,20,ALYREF:CH100999,chr6,41098543,41098543,41098543,41098543.0,+,1.0,,,,,17.0,HeLa
ALYREF,ENSG00000001167,NFYA,protein_coding,5,8,20,ALYREF:CH101000,chr6,41098770,41098809,41098770,41098809.0,+,1.0,,,,,17.0,HeLa
ALYREF,ENSG00000001167,NFYA,protein_coding,5,8,20,ALYREF:CH101001,chr6,41099263,41099561,41099263,41099561.0,+,3.0,,,,,17.0,"HEK293T,HeLa"
ALYREF,ENSG00000001167,NFYA,protein_coding,5,8,20,ALYREF:CH101002,chr6,41099833,41099833,41099833,41099833.0,+,1.0,,,,,17.0,HeLa
ALYREF,ENSG00000001460,STPG1,protein_coding,1,2,2,ALYREF:CH2325,chr1,24380126,24380126,24380126,24380126.0,-,2.0,,,,,17.0,HEK293T
ALYREF,ENSG00000001461,NIPAL3,protein_coding,7,4,7,ALYREF:CH2326,chr1,24415861,24415861,24415861,24415861.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001461,NIPAL3,protein_coding,7,4,7,ALYREF:CH2327,chr1,24419369,24419369,24419369,24419369.0,+,1.0,,,,,22.0,HeLa
ALYREF,ENSG00000001461,NIPAL3,protein_coding,7,4,7,ALYREF:CH2328,chr1,24423083,24423083,24423083,24423083.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001461,NIPAL3,protein_coding,7,4,7,ALYREF:CH2329,chr1,24439981,24439981,24439981,24439981.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001461,NIPAL3,protein_coding,7,4,7,ALYREF:CH2330,chr1,24443337,24443337,24443337,24443337.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001461,NIPAL3,protein_coding,7,4,7,ALYREF:CH2331,chr1,24463959,24463959,24463959,24463959.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001461,NIPAL3,protein_coding,7,4,7,ALYREF:CH2332,chr1,24470161,24470161,24470161,24470161.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122961,chrX,65498174,65498174,65498174,65498174.0,-,1.0,,,,,27.0,HeLa
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122962,chrX,65498641,65498641,65498641,65498641.0,-,1.0,,,,,27.0,HeLa
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122963,chrX,65505258,65505258,65505258,65505258.0,-,2.0,,,,,27.0,HEK293T
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122964,chrX,65512694,65512778,65512694,65512778.0,-,3.0,,,,,27.0,HeLa
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122965,chrX,65514864,65514903,65514864,65514903.0,-,1.0,,,,,27.0,HeLa
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122966,chrX,65518305,65518433,65518305,65518433.0,-,3.0,,,,,27.0,"HEK293T,HeLa"
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122967,chrX,65524182,65524182,65524182,65524182.0,-,2.0,,,,,27.0,HEK293T
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122968,chrX,65529367,65529418,65529367,65529418.0,-,2.0,,,,,27.0,HEK293T
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122969,chrX,65529624,65529833,65529624,65529833.0,-,3.0,,,,,27.0,HeLa
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122970,chrX,65531360,65531399,65531360,65531399.0,-,1.0,,,,,27.0,HeLa
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122971,chrX,65532610,65532617,65532610,65532617.0,-,2.0,,,,,27.0,HEK293T
ALYREF,ENSG00000001497,LAS1L,protein_coding,12,9,27,ALYREF:CH122972,chrX,65534649,65534739,65534649,65534739.0,-,6.0,,,,,27.0,"HEK293T,HeLa"
ALYREF,ENSG00000001561,ENPP4,protein_coding,1,1,1,ALYREF:CH101459,chr6,46144825,46144825,46144825,46144825.0,+,1.0,,,,,20.0,HEK293T
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83843,chr3,50155257,50155296,50155257,50155296.0,+,1.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83844,chr3,50159633,50159672,50159633,50159672.0,+,1.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83845,chr3,50173863,50173902,50173863,50173902.0,+,1.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83846,chr3,50176711,50176711,50176711,50176711.0,+,1.0,,,,,14.0,HEK293T
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83847,chr3,50182315,50182354,50182315,50182354.0,+,1.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83848,chr3,50183471,50183510,50183471,50183510.0,+,1.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83849,chr3,50184654,50184693,50184654,50184693.0,+,1.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83850,chr3,50185944,50185990,50185944,50185990.0,+,3.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83851,chr3,50186645,50186686,50186645,50186686.0,+,2.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83852,chr3,50187783,50188030,50187783,50188030.0,+,3.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83853,chr3,50188234,50188482,50188234,50188482.0,+,3.0,,,,,14.0,HeLa
ALYREF,ENSG00000001617,SEMA3F,protein_coding,12,5,25,ALYREF:CH83854,chr3,50188715,50188754,50188715,50188754.0,+,1.0,,,,,14.0,HeLa
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108475,chr7,92246290,92246485,92246290,92246485.0,+,3.0,,,,,22.0,HeLa
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108476,chr7,92248364,92248364,92248364,92248364.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108477,chr7,92252779,92252779,92252779,92252779.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108478,chr7,92295062,92295119,92295062,92295119.0,+,5.0,,,,,22.0,"HEK293T,HeLa"
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108479,chr7,92307373,92307512,92307373,92307512.0,+,3.0,,,,,22.0,HeLa
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108480,chr7,92319389,92319428,92319389,92319428.0,+,4.0,,,,,22.0,"HEK293T,HeLa"
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108481,chr7,92352499,92352538,92352499,92352538.0,+,1.0,,,,,22.0,HeLa
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108482,chr7,92371516,92371561,92371516,92371561.0,+,2.0,,,,,22.0,HeLa
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108483,chr7,92386516,92386593,92386516,92386593.0,+,2.0,,,,,22.0,HeLa
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108484,chr7,92390032,92390071,92390032,92390071.0,+,1.0,,,,,22.0,HeLa
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108485,chr7,92398403,92398840,92398403,92398840.0,+,3.0,,,,,22.0,"HEK293T,HeLa"
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108486,chr7,92399115,92400308,92399115,92400308.0,+,4.0,,,,,22.0,"HEK293T,HeLa"
ALYREF,ENSG00000001629,ANKIB1,protein_coding,13,9,52,ALYREF:CH108487,chr7,92400518,92401300,92400518,92401300.0,+,6.0,,,,,22.0,"HEK293T,HeLa"
ALYREF,ENSG00000001630,CYP51A1,protein_coding,4,3,4,ALYREF:CH108456,chr7,92112369,92112369,92112369,92112369.0,-,1.0,,,,,19.0,HeLa
ALYREF,ENSG00000001630,CYP51A1,protein_coding,4,3,4,ALYREF:CH108457,chr7,92113582,92113621,92113582,92113621.0,-,1.0,,,,,19.0,HeLa
ALYREF,ENSG00000001630,CYP51A1,protein_coding,4,3,4,ALYREF:CH108458,chr7,92125092,92125131,92125092,92125131.0,-,1.0,,,,,19.0,HEK293T
ALYREF,ENSG00000001630,CYP51A1,protein_coding,4,3,4,ALYREF:CH108459,chr7,92128957,92128996,92128957,92128996.0,-,1.0,,,,,19.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108461,chr7,92200169,92200667,92200169,92200667.0,-,5.0,,,,,20.0,"HEK293T,HeLa"
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108462,chr7,92201338,92201377,92201338,92201377.0,-,1.0,,,,,20.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108463,chr7,92210465,92210465,92210465,92210465.0,-,2.0,,,,,20.0,HEK293T
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108464,chr7,92213321,92213321,92213321,92213321.0,-,1.0,,,,,20.0,HEK293T
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108465,chr7,92214651,92214690,92214651,92214690.0,-,1.0,,,,,20.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108466,chr7,92221940,92222001,92221940,92222001.0,-,3.0,,,,,20.0,"HEK293T,HeLa"
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108467,chr7,92222964,92222970,92222964,92222970.0,-,2.0,,,,,20.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108468,chr7,92226562,92226610,92226562,92226610.0,-,2.0,,,,,20.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108469,chr7,92234492,92234531,92234492,92234531.0,-,1.0,,,,,20.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108470,chr7,92234800,92234905,92234800,92234905.0,-,2.0,,,,,20.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108471,chr7,92235531,92235535,92235531,92235535.0,-,1.0,,,,,20.0,HeLa
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108472,chr7,92235978,92235978,92235978,92235978.0,-,2.0,,,,,20.0,HEK293T
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108473,chr7,92236503,92236503,92236503,92236503.0,-,1.0,,,,,20.0,HEK293T
ALYREF,ENSG00000001631,KRIT1,protein_coding,14,7,31,ALYREF:CH108474,chr7,92244959,92244998,92244959,92244998.0,-,1.0,,,,,20.0,HeLa
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24752,chr12,912678,913259,912678,913259.0,-,7.0,,,,,21.0,"HEK293T,HeLa"
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24753,chr12,914033,914094,914033,914094.0,-,2.0,,,,,21.0,"HEK293T,HeLa"
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24754,chr12,914303,914303,914303,914303.0,-,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24755,chr12,915384,915433,915384,915433.0,-,2.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24756,chr12,915959,916018,915959,916018.0,-,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24757,chr12,930066,930105,930066,930105.0,-,1.0,,,,,21.0,HeLa
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24758,chr12,930980,930980,930980,930980.0,-,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24759,chr12,931271,931271,931271,931271.0,-,2.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24760,chr12,936447,936447,936447,936447.0,-,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24761,chr12,938272,938272,938272,938272.0,-,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24762,chr12,944944,944944,944944,944944.0,-,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24763,chr12,949641,949641,949641,949641.0,-,2.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002016,RAD52,protein_coding,13,9,32,ALYREF:CH24764,chr12,969793,969793,969793,969793.0,-,1.0,,,,,21.0,HEK293T
ALYREF,ENSG00000002586,CD99,protein_coding,6,3,6,ALYREF:CH121238,chrX,2698346,2698346,2698346,2698346.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000002586,CD99,protein_coding,6,3,6,ALYREF:CH121239,chrX,2736100,2736100,2736100,2736100.0,+,1.0,,,,,22.0,HEK293T
ALYREF,ENSG00000002586,CD99,protein_coding,6,3,6,ALYREF:CH121240,chrX,2741093,2741093,2741093,2741093.0,+,1.0,,,,,22.0,HeLa
ALYREF,ENSG00000002586,CD99,protein_coding,6,3,6,ALYREF:CH125280,chrY,2698346,2698346,2698346,2698346.0,+,1.0,,,,,22.0,HEK293T
