RBP,mRNA_ID_with_RBP,geneName,geneType,clusterNum,totalClipExpNum,totalClipSiteNum,clusterID,chromosome,narrowStart,narrowEnd,broadStart,broadEnd,strand,clipExpNum,HepG2(shRNA),K562(shRNA),HepG2(CRISPR),K562(CRISPR),pancancerNum,cellline/tissue
AKAP1,ENSG00000109084,TMEM97,protein_coding,2,2,4,AKAP1:CH1107,chr17,28327834,28327885,28327834,28327885.0,+,2.0,-2.846,-0.363,,,24.0,HepG2
AKAP1,ENSG00000109501,WFS1,protein_coding,1,1,1,AKAP1:CH2300,chr4,6302959,6302998,6302959,6302998.0,+,1.0,0.317,,,,15.0,HepG2
AKAP1,ENSG00000110092,CCND1,protein_coding,1,2,2,AKAP1:CH518,chr11,69652331,69652387,69652331,69652387.0,+,2.0,0.308,,,,14.0,HepG2
AKAP1,ENSG00000110108,TMEM109,protein_coding,2,2,2,AKAP1:CH438,chr11,60922395,60922434,60922395,60922434.0,+,1.0,0.531,,,,22.0,HepG2
AKAP1,ENSG00000110108,TMEM109,protein_coding,2,2,2,AKAP1:CH439,chr11,60922785,60922824,60922785,60922824.0,+,1.0,0.531,,,,22.0,HepG2
AKAP1,ENSG00000110321,EIF4G2,protein_coding,2,2,2,AKAP1:CH412,chr11,10801481,10801520,10801481,10801520.0,-,1.0,0.204,0.148,,,26.0,HepG2
AKAP1,ENSG00000110321,EIF4G2,protein_coding,2,2,2,AKAP1:CH413,chr11,10808728,10808767,10808728,10808767.0,-,1.0,0.204,0.148,,,26.0,HepG2
AKAP1,ENSG00000110492,MDK,protein_coding,1,2,2,AKAP1:CH422,chr11,46383622,46383670,46383622,46383670.0,+,2.0,-0.367,,,,12.0,HepG2
AKAP1,ENSG00000110917,MLEC,protein_coding,3,2,5,AKAP1:CH689,chr12,120697461,120697561,120697461,120697561.0,+,2.0,-0.297,,,,20.0,HepG2
AKAP1,ENSG00000110917,MLEC,protein_coding,3,2,5,AKAP1:CH690,chr12,120699208,120699247,120699208,120699247.0,+,1.0,-0.297,,,,20.0,HepG2
AKAP1,ENSG00000110917,MLEC,protein_coding,3,2,5,AKAP1:CH691,chr12,120700480,120700520,120700480,120700520.0,+,2.0,-0.297,,,,20.0,HepG2
AKAP1,ENSG00000110921,MVK,protein_coding,1,1,1,AKAP1:CH671,chr12,109596994,109597033,109596994,109597033.0,+,1.0,-1.8,,,,13.0,HepG2
AKAP1,ENSG00000112062,MAPK14,protein_coding,1,1,1,AKAP1:CH2484,chr6,36108598,36108637,36108598,36108637.0,+,1.0,-0.653,-0.249,,,22.0,HepG2
AKAP1,ENSG00000112096,SOD2,protein_coding,3,3,6,AKAP1:CH2561,chr6,159679732,159679771,159679732,159679771.0,-,1.0,-2.002,,,,20.0,HepG2
AKAP1,ENSG00000112096,SOD2,protein_coding,3,3,6,AKAP1:CH2562,chr6,159680642,159680907,159680642,159680907.0,-,3.0,-2.002,,,,20.0,"HepG2,K562"
AKAP1,ENSG00000112096,SOD2,protein_coding,3,3,6,AKAP1:CH2563,chr6,159681454,159681521,159681454,159681521.0,-,2.0,-2.002,,,,20.0,HepG2
AKAP1,ENSG00000112697,TMEM30A,protein_coding,1,1,1,AKAP1:CH2532,chr6,75254252,75254291,75254252,75254291.0,-,1.0,0.596,,,,20.0,HepG2
AKAP1,ENSG00000112715,VEGFA,protein_coding,3,2,4,AKAP1:CH2511,chr6,43778165,43778204,43778165,43778204.0,+,1.0,-1.813,,,,20.0,HepG2
AKAP1,ENSG00000112715,VEGFA,protein_coding,3,2,4,AKAP1:CH2512,chr6,43785139,43785184,43785139,43785184.0,+,2.0,-1.813,,,,20.0,HepG2
AKAP1,ENSG00000112715,VEGFA,protein_coding,3,2,4,AKAP1:CH2513,chr6,43785944,43785983,43785944,43785983.0,+,1.0,-1.813,,,,20.0,HepG2
AKAP1,ENSG00000112759,SLC29A1,protein_coding,1,2,2,AKAP1:CH2515,chr6,44233871,44233913,44233871,44233913.0,+,2.0,-0.258,,,,24.0,HepG2
AKAP1,ENSG00000113387,SUB1,protein_coding,1,1,1,AKAP1:CH2362,chr5,32601268,32601307,32601268,32601307.0,+,1.0,,-0.132,,,17.0,HepG2
AKAP1,ENSG00000114302,PRKAR2A,protein_coding,1,2,2,AKAP1:CH2193,chr3,48749984,48750134,48749984,48750134.0,-,2.0,,,,,31.0,K562
AKAP1,ENSG00000114554,PLXNA1,protein_coding,1,2,2,AKAP1:CH2221,chr3,127034123,127034401,127034123,127034401.0,+,2.0,0.494,,,,15.0,HepG2
AKAP1,ENSG00000114867,EIF4G1,protein_coding,1,2,3,AKAP1:CH2258,chr3,184335065,184335272,184335065,184335272.0,+,2.0,,0.132,,,26.0,HepG2
AKAP1,ENSG00000114982,KANSL3,protein_coding,1,1,1,AKAP1:CH1715,chr2,96594242,96594281,96594242,96594281.0,-,1.0,-0.646,,,,28.0,HepG2
AKAP1,ENSG00000115009,CCL20,protein_coding,1,1,1,AKAP1:CH1833,chr2,227817372,227817411,227817372,227817411.0,+,1.0,-4.49,,,,20.0,HepG2
AKAP1,ENSG00000115241,PPM1G,protein_coding,1,1,1,AKAP1:CH1657,chr2,27381485,27381524,27381485,27381524.0,-,1.0,0.092,,,,18.0,HepG2
AKAP1,ENSG00000115310,RTN4,protein_coding,1,2,3,AKAP1:CH1678,chr2,54972543,54972721,54972543,54972721.0,-,2.0,0.497,,,,17.0,HepG2
AKAP1,ENSG00000115738,ID2,protein_coding,1,2,2,AKAP1:CH1607,chr2,8684168,8684208,8684168,8684208.0,+,2.0,,,,,17.0,HepG2
AKAP1,ENSG00000116017,ARID3A,protein_coding,4,4,8,AKAP1:CH1353,chr19,933866,933905,933866,933905.0,+,1.0,-2.013,,,,13.0,HepG2
AKAP1,ENSG00000116017,ARID3A,protein_coding,4,4,8,AKAP1:CH1354,chr19,972876,972915,972876,972915.0,+,1.0,-2.013,,,,13.0,HepG2
AKAP1,ENSG00000116017,ARID3A,protein_coding,4,4,8,AKAP1:CH1355,chr19,973123,973201,973123,973201.0,+,4.0,-2.013,,,,13.0,"HepG2,K562"
AKAP1,ENSG00000116017,ARID3A,protein_coding,4,4,8,AKAP1:CH1356,chr19,974875,974915,974875,974915.0,+,2.0,-2.013,,,,13.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH161,chr1,54849706,54849706,54849706,54849706.0,-,1.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH162,chr1,54849949,54850237,54849949,54850237.0,-,2.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH163,chr1,54850587,54850587,54850587,54850587.0,-,1.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH164,chr1,54851071,54852003,54851071,54852003.0,-,3.0,-2.504,-0.129,,,14.0,"HepG2,K562"
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH165,chr1,54853533,54853575,54853533,54853575.0,-,2.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH166,chr1,54854129,54854175,54854129,54854175.0,-,2.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH167,chr1,54865323,54865362,54865323,54865362.0,-,1.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH168,chr1,54871423,54871462,54871423,54871462.0,-,1.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH169,chr1,54875116,54875155,54875116,54875155.0,-,1.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH170,chr1,54875977,54876016,54875977,54876016.0,-,1.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH171,chr1,54883685,54883730,54883685,54883730.0,-,2.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116133,DHCR24,protein_coding,12,3,31,AKAP1:CH172,chr1,54886917,54887054,54886917,54887054.0,-,2.0,-2.504,-0.129,,,14.0,HepG2
AKAP1,ENSG00000116237,ICMT,protein_coding,1,2,2,AKAP1:CH32,chr1,6223136,6223183,6223136,6223183.0,-,2.0,0.358,,,,19.0,"HepG2,K562"
AKAP1,ENSG00000116285,ERRFI1,protein_coding,1,2,2,AKAP1:CH42,chr1,8012198,8012238,8012198,8012238.0,-,2.0,-0.803,,,,16.0,HepG2
AKAP1,ENSG00000116489,CAPZA1,protein_coding,1,1,1,AKAP1:CH203,chr1,112670378,112670417,112670378,112670417.0,+,1.0,0.642,-0.1,,,16.0,K562
AKAP1,ENSG00000116704,SLC35D1,protein_coding,2,2,3,AKAP1:CH182,chr1,67002629,67002668,67002629,67002668.0,-,1.0,-0.663,,,,26.0,HepG2
AKAP1,ENSG00000116704,SLC35D1,protein_coding,2,2,3,AKAP1:CH183,chr1,67003558,67003598,67003558,67003598.0,-,2.0,-0.663,,,,26.0,HepG2
AKAP1,ENSG00000116962,NID1,protein_coding,3,2,3,AKAP1:CH289,chr1,235975895,235975934,235975895,235975934.0,-,1.0,-1.517,,,,13.0,HepG2
AKAP1,ENSG00000116962,NID1,protein_coding,3,2,3,AKAP1:CH290,chr1,235976959,235976998,235976959,235976998.0,-,1.0,-1.517,,,,13.0,HepG2
AKAP1,ENSG00000116962,NID1,protein_coding,3,2,3,AKAP1:CH291,chr1,235977451,235977490,235977451,235977490.0,-,1.0,-1.517,,,,13.0,HepG2
AKAP1,ENSG00000116984,MTR,protein_coding,1,1,1,AKAP1:CH293,chr1,236898409,236898448,236898409,236898448.0,+,1.0,-0.833,,,,28.0,HepG2
AKAP1,ENSG00000117335,CD46,protein_coding,2,2,3,AKAP1:CH262,chr1,207794045,207794084,207794045,207794084.0,+,1.0,-0.818,,,,27.0,HepG2
AKAP1,ENSG00000117335,CD46,protein_coding,2,2,3,AKAP1:CH263,chr1,207794709,207794763,207794709,207794763.0,+,2.0,-0.818,,,,27.0,HepG2
AKAP1,ENSG00000117500,TMED5,protein_coding,1,1,1,AKAP1:CH192,chr1,93152951,93152990,93152951,93152990.0,-,1.0,0.175,,,,25.0,HepG2
AKAP1,ENSG00000117620,SLC35A3,protein_coding,1,1,1,AKAP1:CH193,chr1,100024650,100024689,100024650,100024689.0,+,1.0,-1.169,,,,26.0,HepG2
AKAP1,ENSG00000118523,CCN2,protein_coding,3,2,5,AKAP1:CH2543,chr6,131948501,131948540,131948501,131948540.0,-,2.0,-1.938,,,,16.0,HepG2
AKAP1,ENSG00000118523,CCN2,protein_coding,3,2,5,AKAP1:CH2544,chr6,131948836,131948879,131948836,131948879.0,-,2.0,-1.938,,,,16.0,HepG2
AKAP1,ENSG00000118523,CCN2,protein_coding,3,2,5,AKAP1:CH2545,chr6,131951186,131951225,131951186,131951225.0,-,1.0,-1.938,,,,16.0,HepG2
AKAP1,ENSG00000119689,DLST,protein_coding,2,3,4,AKAP1:CH781,chr14,74902493,74902532,74902493,74902532.0,+,1.0,-0.316,,,,28.0,HepG2
AKAP1,ENSG00000119689,DLST,protein_coding,2,3,4,AKAP1:CH782,chr14,74903161,74903213,74903161,74903213.0,+,3.0,-0.316,,,,28.0,"HepG2,K562"
AKAP1,ENSG00000119927,GPAM,protein_coding,1,1,1,AKAP1:CH366,chr10,112150227,112150266,112150227,112150266.0,-,1.0,-4.358,,,,24.0,HepG2
AKAP1,ENSG00000120253,NUP43,protein_coding,2,3,4,AKAP1:CH2549,chr6,149724604,149724882,149724604,149724882.0,-,2.0,0.175,,,,22.0,"HepG2,K562"
AKAP1,ENSG00000120253,NUP43,protein_coding,2,3,4,AKAP1:CH2550,chr6,149725331,149725386,149725331,149725386.0,-,2.0,0.175,,,,22.0,K562
AKAP1,ENSG00000120742,SERP1,protein_coding,1,1,1,AKAP1:CH2250,chr3,150543253,150543292,150543253,150543292.0,-,1.0,-0.767,,,,13.0,HepG2
AKAP1,ENSG00000120802,TMPO,protein_coding,2,2,3,AKAP1:CH658,chr12,98549118,98549157,98549118,98549157.0,+,1.0,-1.062,-0.21,,,22.0,K562
AKAP1,ENSG00000120802,TMPO,protein_coding,2,2,3,AKAP1:CH659,chr12,98549425,98549466,98549425,98549466.0,+,2.0,-1.062,-0.21,,,22.0,K562
AKAP1,ENSG00000120885,CLU,protein_coding,1,2,2,AKAP1:CH2745,chr8,27598037,27598108,27598037,27598108.0,-,2.0,-1.21,,,,16.0,HepG2
AKAP1,ENSG00000120889,TNFRSF10B,protein_coding,4,2,6,AKAP1:CH2733,chr8,23020635,23020675,23020635,23020675.0,-,2.0,0.634,,,,19.0,HepG2
AKAP1,ENSG00000120889,TNFRSF10B,protein_coding,4,2,6,AKAP1:CH2734,chr8,23021023,23021062,23021023,23021062.0,-,1.0,0.634,,,,19.0,HepG2
AKAP1,ENSG00000120889,TNFRSF10B,protein_coding,4,2,6,AKAP1:CH2735,chr8,23021550,23021589,23021550,23021589.0,-,1.0,0.634,,,,19.0,HepG2
AKAP1,ENSG00000120889,TNFRSF10B,protein_coding,4,2,6,AKAP1:CH2736,chr8,23022032,23022075,23022032,23022075.0,-,2.0,0.634,,,,19.0,HepG2
AKAP1,ENSG00000121057,AKAP1,protein_coding,1,2,2,AKAP1:CH1201,chr17,57121020,57121088,57121020,57121088.0,+,2.0,-5.339,-2.433,,,32.0,HepG2
AKAP1,ENSG00000122378,PRXL2A,protein_coding,2,2,3,AKAP1:CH343,chr10,80432334,80432379,80432334,80432379.0,+,2.0,-1.657,,,,15.0,HepG2
AKAP1,ENSG00000122378,PRXL2A,protein_coding,2,2,3,AKAP1:CH344,chr10,80436350,80436389,80436350,80436389.0,+,1.0,-1.657,,,,15.0,HepG2
AKAP1,ENSG00000122863,CHST3,protein_coding,1,1,1,AKAP1:CH323,chr10,72009837,72009876,72009837,72009876.0,+,1.0,0.285,,,,20.0,HepG2
AKAP1,ENSG00000123384,LRP1,protein_coding,1,2,2,AKAP1:CH640,chr12,57212799,57212950,57212799,57212950.0,+,2.0,-1.686,,,,17.0,HepG2
AKAP1,ENSG00000123983,ACSL3,protein_coding,1,1,1,AKAP1:CH1832,chr2,222942062,222942101,222942062,222942101.0,+,1.0,-2.123,-0.231,,,23.0,HepG2
AKAP1,ENSG00000124145,SDC4,protein_coding,3,2,5,AKAP1:CH1957,chr20,45325974,45326013,45325974,45326013.0,-,2.0,0.591,,,,18.0,HepG2
AKAP1,ENSG00000124145,SDC4,protein_coding,3,2,5,AKAP1:CH1958,chr20,45326512,45326551,45326512,45326551.0,-,1.0,0.591,,,,18.0,HepG2
AKAP1,ENSG00000124145,SDC4,protein_coding,3,2,5,AKAP1:CH1959,chr20,45327136,45327193,45327136,45327193.0,-,1.0,0.591,,,,18.0,HepG2
AKAP1,ENSG00000124164,VAPB,protein_coding,1,1,1,AKAP1:CH1970,chr20,58444618,58444657,58444618,58444657.0,+,1.0,-0.613,-0.346,,,27.0,HepG2
AKAP1,ENSG00000124422,USP22,protein_coding,4,2,6,AKAP1:CH1096,chr17,21000973,21001026,21000973,21001026.0,-,2.0,0.299,,,,26.0,HepG2
AKAP1,ENSG00000124422,USP22,protein_coding,4,2,6,AKAP1:CH1097,chr17,21001374,21001413,21001374,21001413.0,-,2.0,0.299,,,,26.0,HepG2
AKAP1,ENSG00000124422,USP22,protein_coding,4,2,6,AKAP1:CH1098,chr17,21002001,21002040,21002001,21002040.0,-,1.0,0.299,,,,26.0,HepG2
AKAP1,ENSG00000124422,USP22,protein_coding,4,2,6,AKAP1:CH1099,chr17,21015822,21015861,21015822,21015861.0,-,1.0,0.299,,,,26.0,HepG2
AKAP1,ENSG00000124541,RRP36,protein_coding,1,3,3,AKAP1:CH2509,chr6,43029733,43029938,43029733,43029938.0,+,3.0,0.517,,,,18.0,"HepG2,K562"
AKAP1,ENSG00000124783,SSR1,protein_coding,2,2,3,AKAP1:CH2452,chr6,7286855,7286897,7286855,7286897.0,-,2.0,,,,,21.0,HepG2
AKAP1,ENSG00000124783,SSR1,protein_coding,2,2,3,AKAP1:CH2453,chr6,7289249,7289288,7289249,7289288.0,-,1.0,,,,,21.0,HepG2
AKAP1,ENSG00000124920,MYRF,protein_coding,1,2,2,AKAP1:CH444,chr11,61788236,61788279,61788236,61788279.0,+,2.0,-1.029,,,,18.0,HepG2
AKAP1,ENSG00000124942,AHNAK,protein_coding,1,1,1,AKAP1:CH454,chr11,62516147,62516186,62516147,62516186.0,-,1.0,-2.338,,,,20.0,HepG2
AKAP1,ENSG00000125398,SOX9,protein_coding,1,1,1,AKAP1:CH1221,chr17,72125570,72125609,72125570,72125609.0,+,1.0,-0.37,,,,18.0,HepG2
AKAP1,ENSG00000125520,SLC2A4RG,protein_coding,2,1,2,AKAP1:CH1992,chr20,63742530,63742569,63742530,63742569.0,+,1.0,-1.501,,,,21.0,HepG2
AKAP1,ENSG00000125520,SLC2A4RG,protein_coding,2,1,2,AKAP1:CH1993,chr20,63743134,63743134,63743134,63743134.0,+,1.0,-1.501,,,,21.0,HepG2
AKAP1,ENSG00000125629,INSIG2,protein_coding,1,1,1,AKAP1:CH1731,chr2,118108879,118108918,118108879,118108918.0,+,1.0,-1.834,,,,21.0,HepG2
AKAP1,ENSG00000125691,RPL23,protein_coding,1,2,2,AKAP1:CH1120,chr17,38850129,38850176,38850129,38850176.0,-,2.0,-1.322,-0.104,,,13.0,HepG2
AKAP1,ENSG00000125826,RBCK1,protein_coding,2,2,4,AKAP1:CH1868,chr20,420376,420517,420376,420517.0,+,2.0,-0.453,,,,17.0,HepG2
AKAP1,ENSG00000125826,RBCK1,protein_coding,2,2,4,AKAP1:CH1869,chr20,420845,420893,420845,420893.0,+,2.0,-0.453,,,,17.0,HepG2
AKAP1,ENSG00000125834,STK35,protein_coding,2,2,3,AKAP1:CH1875,chr20,2144011,2144219,2144011,2144219.0,+,1.0,-0.15,,,,23.0,HepG2
AKAP1,ENSG00000125834,STK35,protein_coding,2,2,3,AKAP1:CH1876,chr20,2146165,2146204,2146165,2146204.0,+,1.0,-0.15,,,,23.0,HepG2
AKAP1,ENSG00000126067,PSMB2,protein_coding,2,4,10,AKAP1:CH139,chr1,35602040,35602110,35602040,35602110.0,-,3.0,0.34,0.185,,,18.0,"HepG2,K562"
AKAP1,ENSG00000126067,PSMB2,protein_coding,2,4,10,AKAP1:CH140,chr1,35602503,35602578,35602503,35602578.0,-,4.0,0.34,0.185,,,18.0,"HepG2,K562"
AKAP1,ENSG00000127483,HP1BP3,protein_coding,1,1,1,AKAP1:CH102,chr1,20743599,20743638,20743599,20743638.0,-,1.0,-0.437,,,,22.0,K562
AKAP1,ENSG00000127663,KDM4B,protein_coding,1,3,3,AKAP1:CH1417,chr19,5152263,5152313,5152263,5152313.0,+,3.0,,0.336,,,20.0,"HepG2,K562"
AKAP1,ENSG00000127838,PNKD,protein_coding,1,1,1,AKAP1:CH1821,chr2,218346015,218346054,218346015,218346054.0,+,1.0,-0.227,,,,20.0,HepG2
AKAP1,ENSG00000128595,CALU,protein_coding,3,4,6,AKAP1:CH2677,chr7,128769663,128769705,128769663,128769705.0,+,2.0,-0.456,,,,19.0,"HepG2,K562"
AKAP1,ENSG00000128595,CALU,protein_coding,3,4,6,AKAP1:CH2678,chr7,128769943,128770095,128769943,128770095.0,+,3.0,-0.456,,,,19.0,"HepG2,K562"
AKAP1,ENSG00000128595,CALU,protein_coding,3,4,6,AKAP1:CH2679,chr7,128771309,128771348,128771309,128771348.0,+,1.0,-0.456,,,,19.0,HepG2
AKAP1,ENSG00000129128,SPCS3,protein_coding,1,2,2,AKAP1:CH2356,chr4,176331071,176331111,176331071,176331111.0,+,2.0,,-0.248,,,20.0,"HepG2,K562"
AKAP1,ENSG00000129474,AJUBA,protein_coding,2,2,4,AKAP1:CH753,chr14,22972219,22972277,22972219,22972277.0,-,2.0,-2.218,,,,14.0,HepG2
AKAP1,ENSG00000129474,AJUBA,protein_coding,2,2,4,AKAP1:CH754,chr14,22972866,22972934,22972866,22972934.0,-,2.0,-2.218,,,,14.0,HepG2
AKAP1,ENSG00000129480,DTD2,protein_coding,1,2,2,AKAP1:CH766,chr14,31447165,31447233,31447165,31447233.0,-,2.0,0.419,,,,23.0,HepG2
AKAP1,ENSG00000129657,SEC14L1,protein_coding,1,4,4,AKAP1:CH1244,chr17,77216429,77216470,77216429,77216470.0,+,4.0,0.698,,,,22.0,"HepG2,K562"
AKAP1,ENSG00000129911,KLF16,protein_coding,3,4,6,AKAP1:CH1375,chr19,1852529,1852568,1852529,1852568.0,-,1.0,0.488,,,,18.0,K562
AKAP1,ENSG00000129911,KLF16,protein_coding,3,4,6,AKAP1:CH1376,chr19,1853132,1853255,1853132,1853255.0,-,2.0,0.488,,,,18.0,"HepG2,K562"
AKAP1,ENSG00000129911,KLF16,protein_coding,3,4,6,AKAP1:CH1377,chr19,1854058,1854211,1854058,1854211.0,-,2.0,0.488,,,,18.0,"HepG2,K562"
AKAP1,ENSG00000130164,LDLR,protein_coding,1,2,2,AKAP1:CH1451,chr19,11132182,11132246,11132182,11132246.0,+,2.0,0.629,,,,19.0,HepG2
AKAP1,ENSG00000130202,NECTIN2,protein_coding,1,2,2,AKAP1:CH1551,chr19,44888762,44888806,44888762,44888806.0,+,2.0,,,,,12.0,HepG2
AKAP1,ENSG00000130382,MLLT1,protein_coding,1,3,3,AKAP1:CH1424,chr19,6212318,6212380,6212318,6212380.0,-,3.0,,,,,24.0,"HepG2,K562"
AKAP1,ENSG00000130741,EIF2S3,protein_coding,1,1,1,AKAP1:CH2944,chrX,24077119,24077158,24077119,24077158.0,+,1.0,-1.006,-0.097,,,24.0,HepG2
AKAP1,ENSG00000131149,GSE1,protein_coding,5,1,5,AKAP1:CH1006,chr16,85567734,85567773,85567734,85567773.0,+,1.0,-1.431,,,,26.0,K562
AKAP1,ENSG00000131149,GSE1,protein_coding,5,1,5,AKAP1:CH1007,chr16,85571612,85571651,85571612,85571651.0,+,1.0,-1.431,,,,26.0,K562
AKAP1,ENSG00000131149,GSE1,protein_coding,5,1,5,AKAP1:CH1008,chr16,85572533,85572572,85572533,85572572.0,+,1.0,-1.431,,,,26.0,K562
AKAP1,ENSG00000131149,GSE1,protein_coding,5,1,5,AKAP1:CH1009,chr16,85580107,85580146,85580107,85580146.0,+,1.0,-1.431,,,,26.0,K562
AKAP1,ENSG00000131149,GSE1,protein_coding,5,1,5,AKAP1:CH1010,chr16,85586813,85586852,85586813,85586852.0,+,1.0,-1.431,,,,26.0,K562
AKAP1,ENSG00000131504,DIAPH1,protein_coding,2,4,4,AKAP1:CH2407,chr5,141515840,141515901,141515840,141515901.0,-,2.0,0.233,,,,26.0,K562
AKAP1,ENSG00000131504,DIAPH1,protein_coding,2,4,4,AKAP1:CH2408,chr5,141516192,141516233,141516192,141516233.0,-,2.0,0.233,,,,26.0,HepG2
AKAP1,ENSG00000132570,PCBD2,protein_coding,3,1,3,AKAP1:CH2398,chr5,134924550,134924589,134924550,134924589.0,+,1.0,,,,,25.0,K562
AKAP1,ENSG00000132570,PCBD2,protein_coding,3,1,3,AKAP1:CH2399,chr5,134925447,134925486,134925447,134925486.0,+,1.0,,,,,25.0,K562
AKAP1,ENSG00000132570,PCBD2,protein_coding,3,1,3,AKAP1:CH2400,chr5,134927043,134927082,134927043,134927082.0,+,1.0,,,,,25.0,K562
AKAP1,ENSG00000132589,FLOT2,protein_coding,1,2,2,AKAP1:CH1114,chr17,28880124,28880163,28880124,28880163.0,-,2.0,-0.155,,,,18.0,HepG2
AKAP1,ENSG00000133243,BTBD2,protein_coding,1,2,2,AKAP1:CH1381,chr19,1985499,1985543,1985499,1985543.0,-,2.0,,,,,18.0,HepG2
AKAP1,ENSG00000133657,ATP13A3,protein_coding,1,1,1,AKAP1:CH2270,chr3,194453209,194453248,194453209,194453248.0,-,1.0,,,,,23.0,K562
AKAP1,ENSG00000134070,IRAK2,protein_coding,1,2,2,AKAP1:CH2175,chr3,10242727,10242777,10242727,10242777.0,+,2.0,-1.97,,,,17.0,HepG2
AKAP1,ENSG00000134086,VHL,protein_coding,5,4,14,AKAP1:CH2170,chr3,10150994,10151186,10150994,10151186.0,+,4.0,-0.573,,,,26.0,"HepG2,K562"
AKAP1,ENSG00000134086,VHL,protein_coding,5,4,14,AKAP1:CH2171,chr3,10151734,10151773,10151734,10151773.0,+,1.0,-0.573,,,,26.0,HepG2
AKAP1,ENSG00000134086,VHL,protein_coding,5,4,14,AKAP1:CH2172,chr3,10152334,10152334,10152334,10152334.0,+,1.0,-0.573,,,,26.0,K562
AKAP1,ENSG00000134086,VHL,protein_coding,5,4,14,AKAP1:CH2173,chr3,10152762,10152801,10152762,10152801.0,+,1.0,-0.573,,,,26.0,K562
AKAP1,ENSG00000134086,VHL,protein_coding,5,4,14,AKAP1:CH2174,chr3,10153131,10153451,10153131,10153451.0,+,4.0,-0.573,,,,26.0,"HepG2,K562"
AKAP1,ENSG00000134107,BHLHE40,protein_coding,1,1,1,AKAP1:CH2165,chr3,4983844,4983883,4983844,4983883.0,+,1.0,-1.453,,,,16.0,HepG2
AKAP1,ENSG00000134287,ARF3,protein_coding,1,1,1,AKAP1:CH611,chr12,48938381,48938420,48938381,48938420.0,-,1.0,1.167,,,,21.0,HepG2
AKAP1,ENSG00000134294,SLC38A2,protein_coding,6,2,6,AKAP1:CH604,chr12,46358261,46358300,46358261,46358300.0,-,1.0,,-0.683,,,22.0,HepG2
AKAP1,ENSG00000134294,SLC38A2,protein_coding,6,2,6,AKAP1:CH605,chr12,46358643,46358682,46358643,46358682.0,-,1.0,,-0.683,,,22.0,HepG2
AKAP1,ENSG00000134294,SLC38A2,protein_coding,6,2,6,AKAP1:CH606,chr12,46360313,46360352,46360313,46360352.0,-,1.0,,-0.683,,,22.0,HepG2
AKAP1,ENSG00000134294,SLC38A2,protein_coding,6,2,6,AKAP1:CH607,chr12,46363045,46363084,46363045,46363084.0,-,1.0,,-0.683,,,22.0,HepG2
AKAP1,ENSG00000134294,SLC38A2,protein_coding,6,2,6,AKAP1:CH608,chr12,46370531,46370570,46370531,46370570.0,-,1.0,,-0.683,,,22.0,HepG2
AKAP1,ENSG00000134294,SLC38A2,protein_coding,6,2,6,AKAP1:CH609,chr12,46371201,46371240,46371201,46371240.0,-,1.0,,-0.683,,,22.0,HepG2
AKAP1,ENSG00000134363,FST,protein_coding,1,1,1,AKAP1:CH2374,chr5,53486350,53486389,53486350,53486389.0,+,1.0,-1.346,,,,25.0,HepG2
AKAP1,ENSG00000134824,FADS2,protein_coding,3,3,23,AKAP1:CH449,chr11,61828424,61828483,61828424,61828483.0,+,2.0,-2.512,,,,14.0,HepG2
AKAP1,ENSG00000134824,FADS2,protein_coding,3,3,23,AKAP1:CH450,chr11,61865872,61866495,61865872,61866495.0,+,3.0,-2.512,,,,14.0,"HepG2,K562"
AKAP1,ENSG00000134824,FADS2,protein_coding,3,3,23,AKAP1:CH451,chr11,61866712,61867224,61866712,61867224.0,+,3.0,-2.512,,,,14.0,"HepG2,K562"
AKAP1,ENSG00000134970,TMED7,protein_coding,2,1,3,AKAP1:CH2389,chr5,115614866,115614927,115614866,115614927.0,-,1.0,,,,,21.0,HepG2
AKAP1,ENSG00000134970,TMED7,protein_coding,2,1,3,AKAP1:CH2390,chr5,115615130,115615169,115615130,115615169.0,-,1.0,,,,,21.0,HepG2
